"COMPRESSIVE_STRENGTH","CONST","C","LG_C","LG_C.x.C","BLAST","BLAST.x.C","BLAST.x.LG_C","FASH","FASH.x.C","FASH.x.LG_C","FASH.x.BLAST","W","W.x.C","W.x.LG_C","W.x.BLAST","W.x.FASH","LG_W","LG_W.x.C","LG_W.x.LG_C","LG_W.x.BLAST","LG_W.x.FASH","LG_W.x.W","PLAST","PLAST.x.C","PLAST.x.LG_C","PLAST.x.BLAST","PLAST.x.FASH","PLAST.x.W","PLAST.x.LG_W","CA","CA.x.C","CA.x.LG_C","CA.x.BLAST","CA.x.FASH","CA.x.W","CA.x.LG_W","CA.x.PLAST","LG_CA","LG_CA.x.C","LG_CA.x.LG_C","LG_CA.x.BLAST","LG_CA.x.FASH","LG_CA.x.W","LG_CA.x.LG_W","LG_CA.x.PLAST","LG_CA.x.CA","FA","FA.x.C","FA.x.LG_C","FA.x.BLAST","FA.x.FASH","FA.x.W","FA.x.LG_W","FA.x.PLAST","FA.x.CA","FA.x.LG_CA","LG_FA","LG_FA.x.C","LG_FA.x.LG_C","LG_FA.x.BLAST","LG_FA.x.FASH","LG_FA.x.W","LG_FA.x.LG_W","LG_FA.x.PLAST","LG_FA.x.CA","LG_FA.x.LG_CA","LG_FA.x.FA","AGE","AGE.x.C","AGE.x.LG_C","AGE.x.BLAST","AGE.x.FASH","AGE.x.W","AGE.x.LG_W","AGE.x.PLAST","AGE.x.CA","AGE.x.LG_CA","AGE.x.FA","AGE.x.LG_FA","LG_AGE","LG_AGE.x.C","LG_AGE.x.LG_C","LG_AGE.x.BLAST","LG_AGE.x.FASH","LG_AGE.x.W","LG_AGE.x.LG_W","LG_AGE.x.PLAST","LG_AGE.x.CA","LG_AGE.x.LG_CA","LG_AGE.x.FA","LG_AGE.x.LG_FA","LG_AGE.x.AGE"
22.95,1,295.7,5.68934542685843,1682.33944272204,0,0,0,95.6,28268.92,543.901422807666,0,171.5,50712.55,975.72274070622,0,16395.4,5.144583266606,1521.25327193539,29.2693112809573,0,491.822160287534,882.296030222929,8.9,2631.73,50.63517429904,0,850.84,1526.35,45.7867910727934,955.1,282423.07,5433.89381719249,0,91307.56,163799.65,4913.59147793539,8500.39,6.86181604704069,2029.03900510993,39.0392417471747,0,655.98961409709,1176.80145206748,35.3011840141341,61.0701628186621,6553.72050652856,859.2,254065.44,4888.28559075676,0,82139.52,147352.8,4420.22594266788,7646.88,820621.92,5895.67234761736,6.7560017237546,1997.74970971423,38.4372275108909,0,645.87376479094,1158.65429562391,34.7568134171892,60.1284153414159,6452.65724635802,46.3584410418939,5804.75668104995,3,887.1,17.0680362805753,0,286.8,514.5,15.433749799818,26.7,2865.3,20.5854481411221,2577.6,20.2680051712638,1.09861228866811,324.85965375916,6.25038480042438,0,105.027334796671,188.412007506581,5.65190239676968,9.77764936914618,1049.28459690691,7.53847543185894,943.92767842364,7.42222651597974,3.29583686600433
35.23,1,295.7,5.68934542685843,1682.33944272204,0,0,0,95.6,28268.92,543.901422807666,0,171.5,50712.55,975.72274070622,0,16395.4,5.144583266606,1521.25327193539,29.2693112809573,0,491.822160287534,882.296030222929,8.9,2631.73,50.63517429904,0,850.84,1526.35,45.7867910727934,955.1,282423.07,5433.89381719249,0,91307.56,163799.65,4913.59147793539,8500.39,6.86181604704069,2029.03900510993,39.0392417471747,0,655.98961409709,1176.80145206748,35.3011840141341,61.0701628186621,6553.72050652856,859.2,254065.44,4888.28559075676,0,82139.52,147352.8,4420.22594266788,7646.88,820621.92,5895.67234761736,6.7560017237546,1997.74970971423,38.4372275108909,0,645.87376479094,1158.65429562391,34.7568134171892,60.1284153414159,6452.65724635802,46.3584410418939,5804.75668104995,14,4139.8,79.650835976018,0,1338.4,2401,72.024165732484,124.6,13371.4,96.0654246585697,12028.8,94.5840241325644,2.63905732961526,780.369252367232,15.0145087494638,0,252.293880711219,452.598332029017,13.5768501775526,23.4876102335758,2520.56365551554,18.1087259334143,2267.47805760543,17.8294758679679,36.9468026146136
39.94,1,295.7,5.68934542685843,1682.33944272204,0,0,0,95.6,28268.92,543.901422807666,0,171.5,50712.55,975.72274070622,0,16395.4,5.144583266606,1521.25327193539,29.2693112809573,0,491.822160287534,882.296030222929,8.9,2631.73,50.63517429904,0,850.84,1526.35,45.7867910727934,955.1,282423.07,5433.89381719249,0,91307.56,163799.65,4913.59147793539,8500.39,6.86181604704069,2029.03900510993,39.0392417471747,0,655.98961409709,1176.80145206748,35.3011840141341,61.0701628186621,6553.72050652856,859.2,254065.44,4888.28559075676,0,82139.52,147352.8,4420.22594266788,7646.88,820621.92,5895.67234761736,6.7560017237546,1997.74970971423,38.4372275108909,0,645.87376479094,1158.65429562391,34.7568134171892,60.1284153414159,6452.65724635802,46.3584410418939,5804.75668104995,28,8279.6,159.301671952036,0,2676.8,4802,144.048331464968,249.2,26742.8,192.130849317139,24057.6,189.168048265129,3.3322045101752,985.332873658807,18.9580624913223,0,318.558751172749,571.473073495047,17.1428035639564,29.6566201405593,3182.58852766833,22.8649743799415,2863.03011514253,22.5123794146465,93.3017262849056
48.72,1,295.7,5.68934542685843,1682.33944272204,0,0,0,95.6,28268.92,543.901422807666,0,171.5,50712.55,975.72274070622,0,16395.4,5.144583266606,1521.25327193539,29.2693112809573,0,491.822160287534,882.296030222929,8.9,2631.73,50.63517429904,0,850.84,1526.35,45.7867910727934,955.1,282423.07,5433.89381719249,0,91307.56,163799.65,4913.59147793539,8500.39,6.86181604704069,2029.03900510993,39.0392417471747,0,655.98961409709,1176.80145206748,35.3011840141341,61.0701628186621,6553.72050652856,859.2,254065.44,4888.28559075676,0,82139.52,147352.8,4420.22594266788,7646.88,820621.92,5895.67234761736,6.7560017237546,1997.74970971423,38.4372275108909,0,645.87376479094,1158.65429562391,34.7568134171892,60.1284153414159,6452.65724635802,46.3584410418939,5804.75668104995,56,16559.2,318.603343904072,0,5353.6,9604,288.096662929936,498.4,53485.6,384.261698634279,48115.2,378.336096530258,4.02535169073515,1190.29649495038,22.9016162331809,0,384.823621634280,690.347814961078,20.7087569503602,35.8256300475428,3844.61339982114,27.6212228264688,3458.58217267964,27.1952829613252,225.419694681168
52.04,1,295.7,5.68934542685843,1682.33944272204,0,0,0,95.6,28268.92,543.901422807666,0,171.5,50712.55,975.72274070622,0,16395.4,5.144583266606,1521.25327193539,29.2693112809573,0,491.822160287534,882.296030222929,8.9,2631.73,50.63517429904,0,850.84,1526.35,45.7867910727934,955.1,282423.07,5433.89381719249,0,91307.56,163799.65,4913.59147793539,8500.39,6.86181604704069,2029.03900510993,39.0392417471747,0,655.98961409709,1176.80145206748,35.3011840141341,61.0701628186621,6553.72050652856,859.2,254065.44,4888.28559075676,0,82139.52,147352.8,4420.22594266788,7646.88,820621.92,5895.67234761736,6.7560017237546,1997.74970971423,38.4372275108909,0,645.87376479094,1158.65429562391,34.7568134171892,60.1284153414159,6452.65724635802,46.3584410418939,5804.75668104995,100,29570,568.934542685843,0,9560,17150,514.4583266606,890,95510,686.181604704069,85920,675.60017237546,4.60517018598809,1361.74882399668,26.2004039375561,0,440.254269780461,789.786686896957,23.6916814787072,40.986014655294,4398.39804463723,31.5998306815664,3956.76222380097,31.1125377147188,460.517018598809
21.02,1,251.8,5.52863512161025,1392.11032362146,0,0,0,99.9,25154.82,552.310648648864,0,146.1,36787.98,807.733591267258,0,14595.39,4.98429131875665,1255.04455406292,27.5563280412151,0,497.93070274379,728.204961670347,12.4,3122.32,68.5550755079671,0,1238.76,1811.64,61.8052123525825,1006,253310.8,5561.80693233991,0,100499.4,146976.6,5014.19706666919,12474.4,6.91373735065968,1740.87906489611,38.2235311384457,0,690.682361330902,1010.09702693138,34.4600810570566,85.73034314818,6955.21977476364,899.8,226569.64,4974.6658824249,0,89890.02,131460.78,4484.86532861723,11157.52,905198.8,6220.98086812358,6.80217251640707,1712.7870396313,37.6067298774601,0,679.537034389066,993.797404647073,33.9040094222128,84.3469392034477,6842.98555150551,47.0284341923143,6120.59483026308,3,755.4,16.5859053648308,0,299.7,438.3,14.9528739562700,37.2,3018,20.7412120519790,2699.4,20.4065175492212,1.09861228866811,276.63057428663,6.07382648416313,0,109.751367637944,160.507255374411,5.47580369308784,13.6227923794846,1105.20396240012,7.59551681405843,988.531337343565,7.47295031616529,3.29583686600433
33.36,1,251.8,5.52863512161025,1392.11032362146,0,0,0,99.9,25154.82,552.310648648864,0,146.1,36787.98,807.733591267258,0,14595.39,4.98429131875665,1255.04455406292,27.5563280412151,0,497.93070274379,728.204961670347,12.4,3122.32,68.5550755079671,0,1238.76,1811.64,61.8052123525825,1006,253310.8,5561.80693233991,0,100499.4,146976.6,5014.19706666919,12474.4,6.91373735065968,1740.87906489611,38.2235311384457,0,690.682361330902,1010.09702693138,34.4600810570566,85.73034314818,6955.21977476364,899.8,226569.64,4974.6658824249,0,89890.02,131460.78,4484.86532861723,11157.52,905198.8,6220.98086812358,6.80217251640707,1712.7870396313,37.6067298774601,0,679.537034389066,993.797404647073,33.9040094222128,84.3469392034477,6842.98555150551,47.0284341923143,6120.59483026308,14,3525.2,77.4008917025435,0,1398.6,2045.4,69.7800784625931,173.6,14084,96.7923229092355,12597.2,95.230415229699,2.63905732961526,664.514635597122,14.5903850404539,0,263.641827228565,385.566275856790,13.1538305377024,32.7243108872292,2654.89167359295,18.2457492302932,2374.62378518781,17.9513232367316,36.9468026146136
33.94,1,251.8,5.52863512161025,1392.11032362146,0,0,0,99.9,25154.82,552.310648648864,0,146.1,36787.98,807.733591267258,0,14595.39,4.98429131875665,1255.04455406292,27.5563280412151,0,497.93070274379,728.204961670347,12.4,3122.32,68.5550755079671,0,1238.76,1811.64,61.8052123525825,1006,253310.8,5561.80693233991,0,100499.4,146976.6,5014.19706666919,12474.4,6.91373735065968,1740.87906489611,38.2235311384457,0,690.682361330902,1010.09702693138,34.4600810570566,85.73034314818,6955.21977476364,899.8,226569.64,4974.6658824249,0,89890.02,131460.78,4484.86532861723,11157.52,905198.8,6220.98086812358,6.80217251640707,1712.7870396313,37.6067298774601,0,679.537034389066,993.797404647073,33.9040094222128,84.3469392034477,6842.98555150551,47.0284341923143,6120.59483026308,28,7050.4,154.801783405087,0,2797.2,4090.8,139.560156925186,347.2,28168,193.584645818471,25194.4,190.460830459398,3.3322045101752,839.049095662115,18.4225428873427,0,332.887230566502,486.835078936597,16.608678012388,41.3193359261725,3352.19773723625,23.0379867820349,2998.31761825564,22.6662299381614,93.3017262849056
44.14,1,251.8,5.52863512161025,1392.11032362146,0,0,0,99.9,25154.82,552.310648648864,0,146.1,36787.98,807.733591267258,0,14595.39,4.98429131875665,1255.04455406292,27.5563280412151,0,497.93070274379,728.204961670347,12.4,3122.32,68.5550755079671,0,1238.76,1811.64,61.8052123525825,1006,253310.8,5561.80693233991,0,100499.4,146976.6,5014.19706666919,12474.4,6.91373735065968,1740.87906489611,38.2235311384457,0,690.682361330902,1010.09702693138,34.4600810570566,85.73034314818,6955.21977476364,899.8,226569.64,4974.6658824249,0,89890.02,131460.78,4484.86532861723,11157.52,905198.8,6220.98086812358,6.80217251640707,1712.7870396313,37.6067298774601,0,679.537034389066,993.797404647073,33.9040094222128,84.3469392034477,6842.98555150551,47.0284341923143,6120.59483026308,56,14100.8,309.603566810174,0,5594.4,8181.6,279.120313850372,694.4,56336,387.169291636942,50388.8,380.921660918796,4.02535169073515,1013.58355572711,22.2547007342316,0,402.132633904441,588.103882016405,20.0635254870736,49.9143609651159,4049.50380087956,27.8302243337767,3622.01145132349,27.3811366395914,225.419694681168
45.37,1,251.8,5.52863512161025,1392.11032362146,0,0,0,99.9,25154.82,552.310648648864,0,146.1,36787.98,807.733591267258,0,14595.39,4.98429131875665,1255.04455406292,27.5563280412151,0,497.93070274379,728.204961670347,12.4,3122.32,68.5550755079671,0,1238.76,1811.64,61.8052123525825,1006,253310.8,5561.80693233991,0,100499.4,146976.6,5014.19706666919,12474.4,6.91373735065968,1740.87906489611,38.2235311384457,0,690.682361330902,1010.09702693138,34.4600810570566,85.73034314818,6955.21977476364,899.8,226569.64,4974.6658824249,0,89890.02,131460.78,4484.86532861723,11157.52,905198.8,6220.98086812358,6.80217251640707,1712.7870396313,37.6067298774601,0,679.537034389066,993.797404647073,33.9040094222128,84.3469392034477,6842.98555150551,47.0284341923143,6120.59483026308,100,25180,552.863512161025,0,9990,14610,498.429131875665,1240,100600,691.373735065968,89980,680.217251640707,4.60517018598809,1159.58185283180,25.4603056312462,0,460.05650158021,672.81536417286,22.9535097794174,57.1041103062523,4632.80120710402,31.8389371210102,4143.73213335208,31.3251620725054,460.517018598809
15.36,1,249.1,5.51785442226813,1374.49753658699,0,0,0,98.8,24611.08,545.164016920091,0,158.1,39382.71,872.372784160591,0,15620.28,5.06322774421543,1261.25003108406,27.9381535993698,0,500.246901128484,800.49630636046,12.8,3188.48,70.6285366050321,0,1264.64,2023.68,64.8093151259575,987.8,246060.98,5450.53659831646,0,97594.64,156171.18,5001.456365736,12643.84,6.89548024810652,1717.66412980333,38.0482561806771,0,681.273448512924,1090.17542722564,34.9133869019024,88.2621471757635,6811.35538907962,889,221449.9,4905.37258139637,0,87833.2,140550.9,4501.20946460752,11379.2,878154.2,6130.0819405667,6.7900972355139,1691.41322136651,37.466768058611,0,670.861606868773,1073.51437293475,34.3798087087745,86.9132446145779,6707.25804924063,46.8209813702088,6036.39644237186,3,747.3,16.5535632668044,0,296.4,474.3,15.1896832326463,38.4,2963.4,20.6864407443196,2667,20.3702917065417,1.09861228866811,273.664321107226,6.06198267538544,0,108.542894120409,173.690602838428,5.56252422012039,14.0622372949518,1085.20921874636,7.57545933683805,976.66632462595,7.45968426418693,3.29583686600433
28.68,1,249.1,5.51785442226813,1374.49753658699,0,0,0,98.8,24611.08,545.164016920091,0,158.1,39382.71,872.372784160591,0,15620.28,5.06322774421543,1261.25003108406,27.9381535993698,0,500.246901128484,800.49630636046,12.8,3188.48,70.6285366050321,0,1264.64,2023.68,64.8093151259575,987.8,246060.98,5450.53659831646,0,97594.64,156171.18,5001.456365736,12643.84,6.89548024810652,1717.66412980333,38.0482561806771,0,681.273448512924,1090.17542722564,34.9133869019024,88.2621471757635,6811.35538907962,889,221449.9,4905.37258139637,0,87833.2,140550.9,4501.20946460752,11379.2,878154.2,6130.0819405667,6.7900972355139,1691.41322136651,37.466768058611,0,670.861606868773,1073.51437293475,34.3798087087745,86.9132446145779,6707.25804924063,46.8209813702088,6036.39644237186,14,3487.4,77.2499619117538,0,1383.2,2213.4,70.885188419016,179.2,13829.2,96.5367234734913,12446,95.0613612971946,2.63905732961526,657.389180807161,14.5619341568367,0,260.738864165988,417.234963812173,13.3621482898831,33.7799338190753,2606.86083019395,18.1975676899828,2346.12196602797,17.9194558781833,36.9468026146136
30.85,1,249.1,5.51785442226813,1374.49753658699,0,0,0,98.8,24611.08,545.164016920091,0,158.1,39382.71,872.372784160591,0,15620.28,5.06322774421543,1261.25003108406,27.9381535993698,0,500.246901128484,800.49630636046,12.8,3188.48,70.6285366050321,0,1264.64,2023.68,64.8093151259575,987.8,246060.98,5450.53659831646,0,97594.64,156171.18,5001.456365736,12643.84,6.89548024810652,1717.66412980333,38.0482561806771,0,681.273448512924,1090.17542722564,34.9133869019024,88.2621471757635,6811.35538907962,889,221449.9,4905.37258139637,0,87833.2,140550.9,4501.20946460752,11379.2,878154.2,6130.0819405667,6.7900972355139,1691.41322136651,37.466768058611,0,670.861606868773,1073.51437293475,34.3798087087745,86.9132446145779,6707.25804924063,46.8209813702088,6036.39644237186,28,6974.8,154.499923823508,0,2766.4,4426.8,141.770376838032,358.4,27658.4,193.073446946983,24892,190.122722594389,3.3322045101752,830.052143484642,18.3866193923720,0,329.22180560531,526.821533058699,16.8717103253189,42.6522177302426,3291.55161515106,22.9771503825646,2962.32980954575,22.6259926327076,93.3017262849056
42.03,1,249.1,5.51785442226813,1374.49753658699,0,0,0,98.8,24611.08,545.164016920091,0,158.1,39382.71,872.372784160591,0,15620.28,5.06322774421543,1261.25003108406,27.9381535993698,0,500.246901128484,800.49630636046,12.8,3188.48,70.6285366050321,0,1264.64,2023.68,64.8093151259575,987.8,246060.98,5450.53659831646,0,97594.64,156171.18,5001.456365736,12643.84,6.89548024810652,1717.66412980333,38.0482561806771,0,681.273448512924,1090.17542722564,34.9133869019024,88.2621471757635,6811.35538907962,889,221449.9,4905.37258139637,0,87833.2,140550.9,4501.20946460752,11379.2,878154.2,6130.0819405667,6.7900972355139,1691.41322136651,37.466768058611,0,670.861606868773,1073.51437293475,34.3798087087745,86.9132446145779,6707.25804924063,46.8209813702088,6036.39644237186,56,13949.6,308.999847647015,0,5532.8,8853.6,283.540753676064,716.8,55316.8,386.146893893965,49784,380.245445188778,4.02535169073515,1002.71510616213,22.2113046279074,0,397.704747044633,636.408102305227,20.3812723607547,51.5245016414099,3976.24240010818,27.7567330751464,3578.53765306355,27.3325293872319,225.419694681168
51.06,1,249.1,5.51785442226813,1374.49753658699,0,0,0,98.8,24611.08,545.164016920091,0,158.1,39382.71,872.372784160591,0,15620.28,5.06322774421543,1261.25003108406,27.9381535993698,0,500.246901128484,800.49630636046,12.8,3188.48,70.6285366050321,0,1264.64,2023.68,64.8093151259575,987.8,246060.98,5450.53659831646,0,97594.64,156171.18,5001.456365736,12643.84,6.89548024810652,1717.66412980333,38.0482561806771,0,681.273448512924,1090.17542722564,34.9133869019024,88.2621471757635,6811.35538907962,889,221449.9,4905.37258139637,0,87833.2,140550.9,4501.20946460752,11379.2,878154.2,6130.0819405667,6.7900972355139,1691.41322136651,37.466768058611,0,670.861606868773,1073.51437293475,34.3798087087745,86.9132446145779,6707.25804924063,46.8209813702088,6036.39644237186,100,24910,551.785442226813,0,9880,15810,506.322774421543,1280,98780,689.548024810652,88900,679.00972355139,4.60517018598809,1147.14789332963,25.4106586760517,0,454.990814375623,728.077406404717,23.3170254525286,58.9461783806476,4548.98710971904,31.7548600566499,4093.99629534341,31.2695533489488,460.517018598809
21.78,1,252.3,5.53061885564701,1395.37513727974,0,0,0,98.8,24927.24,546.425142937925,0,146.3,36911.49,809.129538581158,0,14454.44,4.98565930802608,1257.88184341498,27.5737813768011,0,492.583139632977,729.401956764216,14.2,3582.66,78.5347877501875,0,1402.96,2077.46,70.7963621739703,987.8,249221.94,5463.14530560812,0,97594.64,144515.14,4924.83426446816,14026.76,6.89548024810652,1739.72966659728,38.1362730789194,0,681.273448512924,1008.80876029798,34.3785152822823,97.9158195231126,6811.35538907962,889,224294.7,4916.72016267019,0,87833.2,130060.7,4432.25112483519,12623.8,878154.2,6130.0819405667,6.7900972355139,1713.14153252016,37.5534398024098,0,670.861606868773,993.391225555684,33.853111484642,96.4193807442974,6707.25804924063,46.8209813702088,6036.39644237186,3,756.9,16.5918565669410,0,296.4,438.9,14.9569779240782,42.6,2963.4,20.6864407443196,2667,20.3702917065417,1.09861228866811,277.179880430964,6.07600583875336,0,108.542894120409,160.726977832145,5.47730658291,15.6002944990872,1085.20921874636,7.57545933683805,976.66632462595,7.45968426418693,3.29583686600433
42.29,1,252.3,5.53061885564701,1395.37513727974,0,0,0,98.8,24927.24,546.425142937925,0,146.3,36911.49,809.129538581158,0,14454.44,4.98565930802608,1257.88184341498,27.5737813768011,0,492.583139632977,729.401956764216,14.2,3582.66,78.5347877501875,0,1402.96,2077.46,70.7963621739703,987.8,249221.94,5463.14530560812,0,97594.64,144515.14,4924.83426446816,14026.76,6.89548024810652,1739.72966659728,38.1362730789194,0,681.273448512924,1008.80876029798,34.3785152822823,97.9158195231126,6811.35538907962,889,224294.7,4916.72016267019,0,87833.2,130060.7,4432.25112483519,12623.8,878154.2,6130.0819405667,6.7900972355139,1713.14153252016,37.5534398024098,0,670.861606868773,993.391225555684,33.853111484642,96.4193807442974,6707.25804924063,46.8209813702088,6036.39644237186,14,3532.2,77.4286639790581,0,1383.2,2048.2,69.7992303123651,198.8,13829.2,96.5367234734913,12446,95.0613612971946,2.63905732961526,665.83416426193,14.5956202283036,0,260.738864165988,386.094087322713,13.1574407398108,37.4746140805367,2606.86083019395,18.1975676899828,2346.12196602797,17.9194558781833,36.9468026146136
50.6,1,252.3,5.53061885564701,1395.37513727974,0,0,0,98.8,24927.24,546.425142937925,0,146.3,36911.49,809.129538581158,0,14454.44,4.98565930802608,1257.88184341498,27.5737813768011,0,492.583139632977,729.401956764216,14.2,3582.66,78.5347877501875,0,1402.96,2077.46,70.7963621739703,987.8,249221.94,5463.14530560812,0,97594.64,144515.14,4924.83426446816,14026.76,6.89548024810652,1739.72966659728,38.1362730789194,0,681.273448512924,1008.80876029798,34.3785152822823,97.9158195231126,6811.35538907962,889,224294.7,4916.72016267019,0,87833.2,130060.7,4432.25112483519,12623.8,878154.2,6130.0819405667,6.7900972355139,1713.14153252016,37.5534398024098,0,670.861606868773,993.391225555684,33.853111484642,96.4193807442974,6707.25804924063,46.8209813702088,6036.39644237186,28,7064.4,154.857327958116,0,2766.4,4096.4,139.598460624730,397.6,27658.4,193.073446946983,24892,190.122722594389,3.3322045101752,840.715197917203,18.4291530948470,0,329.22180560531,487.501519838632,16.6132364324015,47.3173040444878,3291.55161515106,22.9771503825646,2962.32980954575,22.6259926327076,93.3017262849056
55.83,1,252.3,5.53061885564701,1395.37513727974,0,0,0,98.8,24927.24,546.425142937925,0,146.3,36911.49,809.129538581158,0,14454.44,4.98565930802608,1257.88184341498,27.5737813768011,0,492.583139632977,729.401956764216,14.2,3582.66,78.5347877501875,0,1402.96,2077.46,70.7963621739703,987.8,249221.94,5463.14530560812,0,97594.64,144515.14,4924.83426446816,14026.76,6.89548024810652,1739.72966659728,38.1362730789194,0,681.273448512924,1008.80876029798,34.3785152822823,97.9158195231126,6811.35538907962,889,224294.7,4916.72016267019,0,87833.2,130060.7,4432.25112483519,12623.8,878154.2,6130.0819405667,6.7900972355139,1713.14153252016,37.5534398024098,0,670.861606868773,993.391225555684,33.853111484642,96.4193807442974,6707.25804924063,46.8209813702088,6036.39644237186,56,14128.8,309.714655916233,0,5532.8,8192.8,279.196921249461,795.2,55316.8,386.146893893965,49784,380.245445188778,4.02535169073515,1015.59623157248,22.2626859613904,0,397.704747044633,588.908952354552,20.0690321249922,57.1599940084391,3976.24240010818,27.7567330751464,3578.53765306355,27.3325293872319,225.419694681168
60.95,1,252.3,5.53061885564701,1395.37513727974,0,0,0,98.8,24927.24,546.425142937925,0,146.3,36911.49,809.129538581158,0,14454.44,4.98565930802608,1257.88184341498,27.5737813768011,0,492.583139632977,729.401956764216,14.2,3582.66,78.5347877501875,0,1402.96,2077.46,70.7963621739703,987.8,249221.94,5463.14530560812,0,97594.64,144515.14,4924.83426446816,14026.76,6.89548024810652,1739.72966659728,38.1362730789194,0,681.273448512924,1008.80876029798,34.3785152822823,97.9158195231126,6811.35538907962,889,224294.7,4916.72016267019,0,87833.2,130060.7,4432.25112483519,12623.8,878154.2,6130.0819405667,6.7900972355139,1713.14153252016,37.5534398024098,0,670.861606868773,993.391225555684,33.853111484642,96.4193807442974,6707.25804924063,46.8209813702088,6036.39644237186,100,25230,553.061885564701,0,9880,14630,498.565930802608,1420,98780,689.548024810652,88900,679.00972355139,4.60517018598809,1161.88443792480,25.4694410640892,0,454.990814375623,673.736398210058,22.9598096028157,65.3934166410309,4548.98710971904,31.7548600566499,4093.99629534341,31.2695533489488,460.517018598809
23.52,1,246.8,5.50857829203123,1359.51712247331,0,0,0,125.1,30874.68,689.123144333107,0,143.3,35366.44,789.379269248075,0,17926.83,4.96494033483413,1225.34727463706,27.3497625496976,0,621.11403588775,711.475949981731,12,2961.6,66.1029395043748,0,1501.2,1719.6,59.5792840180096,1086.8,268222.24,5986.72288777954,0,135958.68,155738.44,5395.89715589773,13041.6,6.9909928775522,1725.37704217988,38.510431605029,0,874.57320898178,1001.80927935323,34.7098625182970,83.8919145306264,7597.81105932373,800.9,197662.12,4411.82035408781,0,100192.59,114768.97,3976.42071416865,9610.8,870418.12,5599.08619563156,6.68573609532964,1650.03966832736,36.8289007209825,0,836.385585525738,958.065982460737,33.1942808077586,80.2288331439557,7266.05798840425,46.7399334236432,5354.60603874951,3,740.4,16.5257348760937,0,375.3,429.9,14.8948210045024,36,3260.4,20.9729786326566,2402.7,20.0572082859889,1.09861228866811,271.137512843290,6.0517918047159,0,137.436397312381,157.43114096614,5.45454446435274,13.1833474640173,1193.97183532450,7.68039068527008,879.87858199429,7.34503183312109,3.29583686600433
42.22,1,246.8,5.50857829203123,1359.51712247331,0,0,0,125.1,30874.68,689.123144333107,0,143.3,35366.44,789.379269248075,0,17926.83,4.96494033483413,1225.34727463706,27.3497625496976,0,621.11403588775,711.475949981731,12,2961.6,66.1029395043748,0,1501.2,1719.6,59.5792840180096,1086.8,268222.24,5986.72288777954,0,135958.68,155738.44,5395.89715589773,13041.6,6.9909928775522,1725.37704217988,38.510431605029,0,874.57320898178,1001.80927935323,34.7098625182970,83.8919145306264,7597.81105932373,800.9,197662.12,4411.82035408781,0,100192.59,114768.97,3976.42071416865,9610.8,870418.12,5599.08619563156,6.68573609532964,1650.03966832736,36.8289007209825,0,836.385585525738,958.065982460737,33.1942808077586,80.2288331439557,7266.05798840425,46.7399334236432,5354.60603874951,14,3455.2,77.1200960884372,0,1751.4,2006.2,69.5091646876778,168,15215.2,97.8739002857308,11212.6,93.600305334615,2.63905732961526,651.319348949046,14.5374539173445,0,330.146071934869,378.176915333867,13.1027621817465,31.6686879553831,2868.12750582586,18.4496309947922,2113.62101528886,17.644040846253,36.9468026146136
52.5,1,246.8,5.50857829203123,1359.51712247331,0,0,0,125.1,30874.68,689.123144333107,0,143.3,35366.44,789.379269248075,0,17926.83,4.96494033483413,1225.34727463706,27.3497625496976,0,621.11403588775,711.475949981731,12,2961.6,66.1029395043748,0,1501.2,1719.6,59.5792840180096,1086.8,268222.24,5986.72288777954,0,135958.68,155738.44,5395.89715589773,13041.6,6.9909928775522,1725.37704217988,38.510431605029,0,874.57320898178,1001.80927935323,34.7098625182970,83.8919145306264,7597.81105932373,800.9,197662.12,4411.82035408781,0,100192.59,114768.97,3976.42071416865,9610.8,870418.12,5599.08619563156,6.68573609532964,1650.03966832736,36.8289007209825,0,836.385585525738,958.065982460737,33.1942808077586,80.2288331439557,7266.05798840425,46.7399334236432,5354.60603874951,28,6910.4,154.240192176874,0,3502.8,4012.4,139.018329375356,336,30430.4,195.747800571462,22425.2,187.20061066923,3.3322045101752,822.38807311124,18.3557094293597,0,416.858784222917,477.504906308106,16.5441965764851,39.9864541221024,3621.43986165841,23.2954179971821,2668.76259219932,22.2782399706986,93.3017262849056
60.32,1,246.8,5.50857829203123,1359.51712247331,0,0,0,125.1,30874.68,689.123144333107,0,143.3,35366.44,789.379269248075,0,17926.83,4.96494033483413,1225.34727463706,27.3497625496976,0,621.11403588775,711.475949981731,12,2961.6,66.1029395043748,0,1501.2,1719.6,59.5792840180096,1086.8,268222.24,5986.72288777954,0,135958.68,155738.44,5395.89715589773,13041.6,6.9909928775522,1725.37704217988,38.510431605029,0,874.57320898178,1001.80927935323,34.7098625182970,83.8919145306264,7597.81105932373,800.9,197662.12,4411.82035408781,0,100192.59,114768.97,3976.42071416865,9610.8,870418.12,5599.08619563156,6.68573609532964,1650.03966832736,36.8289007209825,0,836.385585525738,958.065982460737,33.1942808077586,80.2288331439557,7266.05798840425,46.7399334236432,5354.60603874951,56,13820.8,308.480384353749,0,7005.6,8024.8,278.036658750711,672,60860.8,391.495601142923,44850.4,374.40122133846,4.02535169073515,993.456797273435,22.1739649413749,0,503.571496510967,576.832897282347,19.9856309712237,48.3042202888218,4374.75221749096,28.1412049995721,3223.90416910978,26.9124390951442,225.419694681168
